,recipe_title,star_rating,rating_count,review_count,Prep Time,Cook Time,Total Time,Servings,Yield,writeup,ingr,steps,category,Additional Time,Chill Time,Marinate Time,Rest Time
1142,Marinated Tuna Steak,4.7,"(1,199)",882,10 mins,10 mins,50 mins,4,,,"['¼ cup orange juice', '¼ cup soy sauce', '2 tablespoons olive oil', '2 tablespoons chopped fresh parsley', '1 tablespoon lemon juice', '1 clove garlic, minced', '½ teaspoon chopped fresh oregano', '½ teaspoon ground black pepper', '4 (4 ounce) tuna steaks']","['Mix orange juice, soy sauce, olive oil, parsley, lemon juice, garlic, oregano, and pepper together in a large non-reactive dish until well combined. Place tuna steaks in marinade and turn to coat. Cover the dish with plastic wrap and marinate in the refrigerator for at least 30 minutes.', 'Preheat an outdoor grill for high heat and lightly oil the grate. Remove tuna steaks from the marinade and shake off excess; reserve marinade for basting.', 'Cook tuna steaks on the preheated grill for 5 to 6 minutes; flip steaks and baste with reserved marinade. Cook for an additional 5 minutes, or to desired doneness. Discard any remaining marinade.', 'Try topping your tuna steak with sautéed mushrooms for a flavorful addition.']",seafood,30 mins,,,
1143,Campbell's Tuna Noodle Casserole,4.4,(488),370,10 mins,35 mins,45 mins,8,,,"['4 cups hot cooked medium egg noodles', ""2 (10.5 ounce) cans Campbell's® Condensed Cream of Mushroom Soup (regular or 25% Lower Sodium)"", '2 (10 ounce) cans tuna, drained', '2 cups frozen peas', '1 cup milk', '2 tablespoons dry bread crumbs', '1 tablespoon butter, melted']","['Preheat the oven to 400 degrees F (200 degrees C).', 'Stir cooked noodles, condensed soup, tuna, peas, and milk in a 3-quart casserole.', 'Bake in the preheated oven until hot, about 30 minutes; stir well.', 'Mix bread crumbs with melted butter in a bowl; sprinkle over tuna casserole and continue to bake until bread crumbs are golden brown and crispy, 5 minutes more.', 'In place of buttered breadcrumbs, top with 1/2 cup shredded Cheddar cheese.', 'Substitute about 2 cups of cooked cubed chicken or Swanson Chunk Chicken, drained, for tuna.']",comfort-food,,,,
1144,Perfect Ten Baked Cod,4.6,"(1,122)",858,10 mins,25 mins,35 mins,4,4 servings,"This baked cod gets its wow-factor from a lemony, buttery cracker topping that contrasts beautifully with the tender, flaky fish. It's an upscale dish that uses simple, affordable ingredients and is ready in under 40 minutes, making it equally appropriate for busy weeknights or fancy dinner parties. This recipe takes a mild, affordable fish like cod and transforms it into a salty, buttery, herbaceous seafood dish worthy of a restaurant menu. Cod loins are baked in melted butter, then topped with a lemon, wine, and cracker topping and then baked a final time. As it bakes, the buttery crumb topping incorporates into the melted butter, creating a thickened, rich sauce for spooning over the fish. No need to plate this dish — the crumb topping adds plenty of visual appeal. Serve it straight from the baking dish with lemon wedges, parsley, and green onions. Cod loin, considered the prime cut for cod, is cut from the middle section, or the thickest part of the fillet. When cooked, it's generally more moist and succulent, and cooks more evenly than standard cod fillets. Cod loins are also sold as smaller cuts, which makes them easier to work with. Cod fillets on the other hand are vertical cuts from the body, and can often be too big for a single portion. You can substitute cod fillets for loins in this recipe, just be sure to adjust the cooking time if your fillet is large. Here, cod loins are baked at 400 degrees F (204 degrees C) for a total of 20 minutes. If you want, you can test the doneness of your fish using a meat thermometer; the USDA recommends a minimum internal temperature of 145 degrees F (63 degrees C) for fish. If you are using a large cod fillet in place of a cod loin, you may need to increase the cooking time depending on the size and thickness of your fillet. Yes, you can bake cod directly from frozen. Increase the cooking time by about 50 percent (7-10 minutes), depending on the size of your cod. We recommend a light, dry white wine like Sauvignon Blanc, Pinot Grigio, or an unoaked Chardonnay. These will bring out the dish's flavor without overwhelming it. Avoid rich, oaky white wines like an oaky Chardonnay. And no need to splurge on a fancy wine — as wine cooks, the subtle nuances of a more expensive wine will be lost. Unlike many seafood dishes, this baked cod is packed with flavor, so simple, mild side dishes are the way to go. Recipe creator Pam suggests serving this dish with rice pilaf and sauteed spinach. Other simple side dish ideas include roasted carrots, quinoa, potato wedges, and sauteed green beans. ""LOVED the buttery crumb topping and the wine really gave this a nice flavor,"" says Allrecipes Allstar Christina. ""I did use Italian seasoned bread crumbs in place of the crackers, because I didn't have any crackers on hand, but they turned out fine,"" says reviewer JulieH. ""The flavors were just the perfect combination — the lemon, butter, and white wine obviously the most important,"" says reviewer Jubilee. Editorial contributions by Melanie Fincher ","['4 tablespoons butter, divided', '½ sleeve buttery round crackers (such as Ritz®), crushed', '1 pound thick-cut cod loin', '½ medium lemon, juiced', '¼ cup dry white wine', '1 tablespoon chopped fresh parsley', '1 tablespoon chopped green onion', '1 medium lemon, cut into wedges']","['Preheat oven to 400 degrees F (200 degrees C).', 'Place 2 tablespoons butter in a microwave-safe bowl. Melt in the microwave on high, about 30 seconds. Stir buttery round crackers into melted butter.', 'Place remaining 2 tablespoons butter in a 7x11-inch baking dish. Melt in the preheated oven, 1 to 3 minutes. Remove dish from oven.', 'Coat both sides of cod in melted butter in the baking dish.', 'Bake cod in the preheated oven for 10 minutes. Remove from oven; top with lemon juice, wine, and cracker mixture. Return to the oven and bake until fish is opaque and flakes easily with a fork, about 10 more minutes.', 'Garnish with parsley and green onion and serve with lemon wedges.']",seafood,,,,
1145,Grilled Salmon,4.8,"(5,551)","3,800",15 mins,16 mins,2 hrs 31 mins,6,6 servings,"Intimidated by the thought of grilling salmon at home? You really shouldn't be! It's actually quite simple (with the right recipe, of course). This top-rated grilled salmon recipe will quickly become a staple in your summertime dinner rotation. There are plenty of delicious ways to marinate fish for grilling, but we're partial to this sweet and savory salmon marinade: Salmon filets are seasoned with lemon pepper, garlic powder, and salt, then marinated in a delicious combination of the following ingredients: soy sauce, brown sugar, water, and vegetable oil. Make sure to let the filets marinate in the fridge for at least two hours to reach their full flavor potential. Grilling the perfect salmon is probably easier than you think. You'll find the full, step-by-step recipe below — but here's a brief overview of what you can expect: Season and marinate the salmon for at least two hours in the refrigerator. Preheat a grill and lightly oil the grate. Place the salmon on the grill and discard the marinade. Cook on each side until the fish flakes easily with a fork. The best temperature to grill salmon depends on a number of factors, including whether or not you're grilling the fish in foil. In this recipe, we grill the salmon directly on the grate without foil. For perfectly flaky salmon every time, we recommend grilling over medium heat. If you follow this recipe, your salmon should be perfectly grilled after about six to eight minutes on each side. Fish should be cooked to a minimum internal temperature of 145 degrees F (63 degrees C) before consuming, according to the USDA. Insert an instant read thermometer into the thickest part of the fish to make sure it's safe to eat. Related: · How to Grill Salmon· How Long to Cook Salmon Culinary producer Nicole McLaughlin (a.k.a. Nicole McMom) calls this grilled salmon ""the perfect summer meal that comes together in a matter of minutes."" Here are a few of her best tips and tricks for making this simple, seasonal staple: · You might be tempted to stir the seasonings (lemon pepper, garlic powder, and salt) into the marinade instead of sprinkling it over the fish — but don't give into this temptation! Seasoning the salmon directly before adding it to the marinade is the key to a crispy crust.· Salmon has a tendency to stick to the grill grates. To prevent sticking: Use a grill brush to make sure the grates are completely clean, make sure the grill is ""screamin' hot"" (Nicole's words) so that the fish is able to naturally release, and use tongs and a paper towel to make sure the grates are thoroughly oiled before adding the salmon.· Brown sugar adds irresistible sweetness and helps with perfect caramelization, but it cooks extremely quickly. Make sure you shake off any excess marinade before grilling to prevent burning.· To achieve magazine-worthy grill marks, start grilling with the salmon's flesh side down. Flip it to finish cooking and use a fish spatula to easily remove it from the grate.· Finish the grilled salmon with a squeeze of lemon juice and a garnish of green onions for a burst of flavor and color. Looking for mouthwatering serving inspiration? We've got you covered. Check out our collection of 20 Best Side Dishes for Salmon. Here's a preview of the tasty ideas you'll find: · Simple Broccolini· Light Lemon Pesto Pasta· Lime Cilantro Rice Store your leftover cooked salmon in a shallow, airtight storage container or wrapped tightly in foil in the fridge for up to three days. Reheat gently in the oven or enjoy it cold in a salad. ""It was a hit,"" raves jbreed. ""Everyone went back for seconds. In fact, it was completely eaten up! I made no changes. I will make more next time!"" ""Fantastic,"" according to greykitty. ""I don't give out 5 stars lightly, but this marinade is truly great. Caramelized outside, tender inside. I served it on a bed of spinach, with honey-lime dressing and gingered carrots. ""Good for all the right reasons: Quick, easy, inexpensive, delicious and stirs the imagination for many variations,"" says JUDY. ""This salmon is also perfect as it is!"" Editorial contributions by Corey Williams ","['1 ½ pounds salmon fillets', 'lemon pepper to taste', 'garlic powder to taste', 'salt to taste', '⅓ cup soy sauce', '⅓ cup brown sugar', '⅓ cup water', '¼ cup vegetable oil']","['Season salmon fillets with lemon pepper, garlic powder, and salt.', 'In a small bowl, stir together soy sauce, brown sugar, water, and vegetable oil until sugar is dissolved. Place fish in a large resealable plastic bag with the soy sauce mixture, seal, and turn to coat. Refrigerate for at least 2 hours.', 'Preheat grill for medium heat.', 'Lightly oil grill grate. Place salmon on the preheated grill, and discard marinade. Cook salmon for 6 to 8 minutes per side, or until the fish flakes easily with a fork.', 'The nutrition data for this recipe includes information for the full amount of the marinade ingredients. Depending on marinating time, ingredients, cooking method, etc., the actual amount of the marinade consumed will vary.', 'Serve with a side of grilled zucchini or grilled corn.']",seafood,2 hrs,,,
1146,My Best Clam Chowder,4.6,"(2,454)","1,901",20 mins,25 mins,45 mins,8,,,"['2 cups cubed potatoes', '1 cup diced carrots', '1 cup diced celery', '1 cup minced onion', '3 (6.5 ounce) cans minced clams, drained with juice reserved', 'water to cover', '¾ cup butter', '¾ cup all-purpose flour', '1 quart half-and-half cream', '2 tablespoons red wine vinegar', '1 ½ teaspoons salt', 'ground black pepper to taste']","['Place potatoes, carrots, celery, and onion into a large skillet; pour in clam juice and add enough water to cover. Cook and stir over medium-low heat until vegetables are tender.', 'Meanwhile, melt butter in a large, heavy saucepan over medium heat. Whisk in flour until smooth. Whisk in cream and stir constantly until thick and smooth. Stir in vegetable mixture with any juices until just heated through.', 'Stir in clams just before serving. If they cook too much they get tough. When clams are heated through, stir in vinegar and season with salt and pepper.']",soups-stews-and-chili,,,,
1147,Unbelievable Fish Batter,4.1,(549),494,10 mins,,10 mins,6,2 1/4 cups,,"['1 cup all-purpose flour', '½ cup milk', '½ cup water', '¼ cup baking powder', '1 teaspoon salt']","['Whisk flour, milk, water, baking powder, and salt together in a bowl until smooth.', 'Heat oil in a deep fryer to 365 degrees F (185 degrees C). Dip fish fillets into the batter to coat. Carefully lower fillets, one at a time, into the hot oil. Fry several fillets at a time, turning once, until cooked through and golden brown, about 2 minutes per side. Drain on paper towels.']",seafood,,,,
1148,Maple Salmon,4.7,"(5,697)","3,782",10 mins,20 mins,1 hrs,4,,,"['¼ cup maple syrup', '2 tablespoons soy sauce', '1 clove garlic, minced', '¼ teaspoon garlic salt', '⅛ teaspoon ground black pepper', '1 pound salmon']","['Stir maple syrup, soy sauce, garlic, garlic salt, and pepper together in a small bowl.', 'Cut salmon into 4 equal-sized fillets; place in a shallow glass baking dish and coat with maple syrup mixture. Cover the dish and marinate salmon in the refrigerator for 30 minutes, turning once halfway.', 'Preheat the oven to 400 degrees F (200 degrees C).', 'Place the baking dish in the preheated oven and bake salmon uncovered until flesh easily flakes with a fork, about 20 minutes.', 'The nutrition data for this recipe includes information for the full amount of the marinade ingredients. Depending on marinating time, ingredients, cooking method, etc., the actual amount of the marinade consumed will vary.']",healthy-recipes,30 mins,,,
1149,Pan-Seared Tilapia,4.7,(789),560,5 mins,10 mins,15 mins,4,4 fillets,"If you're looking for an easy weeknight dinner that comes together quickly, we've got you covered with this top-rated tilapia recipe. This pan-seared tilapia couldn't be simpler to make in just 15 minutes. Tilapia is a freshwater white fish with a pleasantly flaky texture and mild flavor. It's one of the most popular types of fish in the United States because it's inexpensive, easy to find, and easy to prepare. There are plenty of delicious ways to season tilapia, but we're partial to the flavors found in this recipe: salt, pepper, lemon juice, flat-leaf parsley, and fresh thyme. If you want to spice things up a bit, try adding garlic and/or cayenne pepper. You'll find the full, step-by-step recipe below — but here's what you can expect when you make this top-rated pan-seared tilapia: Season the tilapia on both sides with salt and pepper. Place flour in a shallow dish, then press each filet into the flour and shake off any excess. Heat olive oil in a skillet and sear tilapia on both sides until it flakes easily with a fork. Brush the filets with melted butter, remove from the skillet, drizzle with lemon juice, and garnish with herbs. Tilapia cooks relatively quickly on the stove — this recipe will be ready in about eight minutes (four minutes of cooking on each side). This pan-seared tilapia has a mild flavor, so it's easy to pair with just about anything. In need of a little inspiration? Try one of these simple side dishes to serve with tilapia: Roasted Garlic Lemon BroccoliOven-Roasted AsparagusOven-Roasted PotatoesGourmet Mushroom RisottoClassic Restaurant Caesar Salad Explore our entire collection of Side Dish Recipes. ""My family LOVED IT,"" raves Angel Black. ""It was my first time making this and I wanted to do something different. I did add the old bay and also some onion powder and garlic salt. It was delicious. I made it with baked sweet potato and broccoli. Will definitely make this again. Awesome recipe!!!"" ""Fast, easy, and tasty way to prepare fish,"" according to Allrecipes Allstar Tammy Lynn. ""I'll use this method again. Of course you can season it however you want: I used seasoned salt and black pepper on the fish. Instead of melting the butter and brushing it on, I just put it in the pan toward the end of the cooking time and let the butter get on both sides."" ""My family absolutely loved this dish,"" says Mikarhine. ""I added paprika, cayenne, and Parmesan cheese to the flour and it was simply amazing. This will be a regular dish in our home. So fast and so simple, can't go wrong."" Editorial contributions by Corey Williams ","['4 (4 ounce) tilapia fillets', 'salt and ground black pepper to taste', '½ cup all-purpose flour', '1 tablespoon olive oil', '2 tablespoons unsalted butter, melted', '1 tablespoon lemon juice, or to taste (Optional)', '1 teaspoon chopped fresh flat-leaf parsley, or to taste (Optional)', '½ teaspoon chopped fresh thyme, or to taste (Optional)']","['Rinse tilapia fillets in cold water and pat dry with paper towels. Season both sides of each fillet with salt and pepper.', 'Place flour in a shallow dish. Gently press each fillet into the flour to coat and shake off any excess.', 'Heat olive oil in a large skillet over medium-high heat. Cook tilapia fillets in the hot oil, in batches if necessary, until fish flakes easily with a fork, about 4 minutes per side.', 'Brush the melted butter onto the tilapia fillets in the last minute before removing from the skillet.', 'Drizzle fillets with lemon juice and garnish with parsley and thyme.']",5-ingredient-main-dishes,,,,
1150,Easy Tuna Patties,4.6,(569),442,15 mins,10 mins,25 mins,4,,,"['2  eggs', '2 teaspoons lemon juice', '10 tablespoons Italian-seasoned bread crumbs', '3 tablespoons grated Parmesan cheese', '3 (5 ounce) cans tuna, drained', '3 tablespoons diced onion', '1 pinch ground black pepper', '3 tablespoons vegetable oil']","['Beat eggs and lemon juice in a bowl; stir in bread crumbs and Parmesan cheese to make a paste. Fold in tuna and onion until well combined; season with black pepper.', 'Use your hands to shape tuna mixture into 8 (1-inch-thick) patties.', 'Heat vegetable oil in a skillet over medium heat. Fry patties in the hot oil until golden brown, about 5 minutes per side.']",30-minute-meals,,,,
1151,Easy Garlic-Lemon Scallops,4.6,(627),467,10 mins,5 mins,15 mins,6,,,"['¾ cup butter', '3 tablespoons minced garlic', '2 pounds large sea scallops', '2 tablespoons fresh lemon juice', '1 teaspoon salt', '⅛ teaspoon pepper']","['Melt butter in a large skillet over medium heat. Stir in garlic and cook for a few seconds until fragrant.', 'Arrange scallops in a single layer in the skillet; cook until golden brown on one side, about 2 minutes. Turn scallops over using tongs and continue cooking until firm and opaque, about 2 minutes more. Transfer scallops to a platter, reserving butter in the skillet.', 'Whisk lemon juice, salt, and pepper into butter; pour sauce over scallops to serve.']",30-minute-meals,,,,
1152,The Best Thai Coconut Soup,4.6,"(1,613)","1,263",30 mins,30 mins,1 hrs,8,,,"['1 tablespoon vegetable oil', '2 tablespoons grated fresh ginger', '2 teaspoons red curry paste', '1 stalk lemon grass, minced', '4 cups chicken broth', '3 tablespoons fish sauce', '1 tablespoon light brown sugar', '3 (13.5 ounce) cans coconut milk', '½ pound fresh shiitake mushrooms, sliced', '1 pound medium shrimp - peeled and deveined', '2 tablespoons fresh lime juice', 'salt to taste', '¼ cup chopped fresh cilantro']","['Heat oil in a large pot over medium heat. Add ginger, curry paste, and lemongrass; cook and stir in the hot oil for 1 minute.', 'Gradually stir in chicken broth, then stir in fish sauce and brown sugar; reduce heat to low and simmer for 15 minutes.', 'Add coconut milk and mushrooms; cook and stir until mushrooms are soft, about 5 minutes.', 'Add shrimp; cook until no longer translucent, about 5 minutes. Stir in lime juice; season with salt and garnish with cilantro.']",soups-stews-and-chili,,,,
1153,Easy Paella,4.6,(620),446,30 mins,30 mins,1 hrs,8,,"When you're in need of a hearty meal that's delicious and easy to make, turn to paella: The ultimate one-pot Spanish comfort food. This flavorful rice dish is ready in just an hour. Plus, it'll have your mouth watering the entire time it's cooking thanks to its aromatic ingredients. Trust us, you're going to want to save this recipe! Paella is a flavorful and versatile rice dish that originated in Valencia, Spain. It's traditionally made with rice, meat, seafood, beans, vegetables, and aromatic spices. Learn more: What Is Paella and How Do You Make It At Home? Because paella is so versatile, almost every chef has their own recipe. Here's what you can expect to find in this Easy Paella. ChickenThis recipe calls for chicken breasts, but you can use any cut of chicken you like. Some reviewers choose chicken legs or thighs. ChorizoChorizo will add a little kick to the paella. If you're in a pinch, you can use cubes of cured chorizo to save some prep time. ShrimpBuy pre-peeled and deveined shrimp to save on prep time. RiceOf course, the major ingredient in paella is rice. Any Spanish or short-grain rice will work. VegetablesThis paella has a Spanish onion and red bell pepper. Some reviewers like to add more bell pepper, or even peas. Chicken StockTo keep the paella from drying out, add chicken stock. SpicesPaella is super flavorful thanks to the saffron, bay leaf, Italian parsley, garlic, red pepper flakes, lemon zest, oregano, paprika, salt, and pepper in the dish. Spanish rice, or bomba rice, is the most common rice used in paella. However, any short-grain white rice, or even medium-grain white rice, will work. You'll find the fully detailed recipe below, but here's what you can expect from this Easy Paella recipe. Allow the chicken to marinate in olive oil, paprika, oregano, salt, and pepper in the fridge for a few hours (or overnight). Heat olive oil in a paella pan and stir in garlic, red pepper flakes, and rice. Add saffron, bay leaf, parsley, chicken stock, and lemon zest. Simmer rice for 20 minutes. Cook chicken, onion, bell pepper, chorizo, and shrimp until done. Then add to the rice mixture. Not necessarily. Even though a paella pan is designed specifically for making paella (obviously), you don't need one to make a great paella. A paella pan is wide and shallow, which is helpful to create a nice crust on the paella. But if you don't have the special pan, you can use any wide and shallow skillet. Store leftover (completely cooled) paella in an airtight container in the refrigerator for up to 24 hours. After that, the seafood may be at risk of going bad. Reheat paella in a paella pan or skillet on the stove for the best results. What does culinary producer Nicole McLaughlin (a.k.a. Nicole McMom) love about paella? ""I love this for entertaining because you serve it straight from the dish — and it's actually quite an affordable way to feed a lot of people."" Here are a few of her best tips and tricks for making this one-pot wonder: · As the main ingredient, rice is key to a great paella. Don't rinse it before adding it to the other ingredients! Keep it as starchy as possible.· The beauty of paella is that all the flavors build upon one another as the dish comes together in one pan. Let the meat render fully so the flavorful fat coats the grains of rice.· Paella can be as extravagant or as budget-friendly as you want it to be. Keep it simple with chicken and sausage or incorporate mussels, scallops, calamari, and more.· Once everything is assembled, avoid stirring it too much. Excessive stirring will create a creamy risotto — we're after a more pilaf-like texture. ""Other than adding more chicken and omitting the shrimp, I followed the directions exactly. I think this is the best thing I've ever cooked. My family enjoyed it. I was told repeatedly how good it was. I would suggest ANYONE to cook this, it is easy and you feel accomplished after crafting such a delicious meal,"" says My soul cleaveth unto the dust. ""I made this even easier by using prepackaged saffron rice instead of making my own. I recommend cooking the chorizo separately and draining it before adding it to the mix. I also cooked the shrimp separately and added it at the end, since I think some of the shrimp tends to get overcooked if you have it in a large pot with many other items. I made this for my husband's birthday dinner, with a few tapas as appetizers, and it was wonderful,"" according to Sara. ""This was my first time making paella, and I hoped that it would be as good as all the reviews from others who have made it. It. was. wonderful! This recipe is going to be a keeper, the husband had two bowls, and has said, 'This is great!' six times, and it's only been 20 minutes since I served it,"" raves Kansas Cook. Editorial contributions by Bailey Fink and Corey Williams ","['2 tablespoons olive oil', '1 tablespoon ground paprika', '2 teaspoons dried oregano', 'salt and ground black pepper to taste', '2 pounds skinless, boneless chicken breasts, cut into 2 inch pieces', '2 tablespoons olive oil, divided', '3 cloves garlic, crushed', '1 teaspoon crushed red pepper flakes', '2 cups uncooked short-grain white rice', '1 pinch saffron threads', '1 large bay leaf', '½ bunch Italian flat leaf parsley, chopped', '1 quart chicken stock', '2 medium lemons, zested', '2 tablespoons olive oil', '1 medium Spanish onion, chopped', '1 medium red bell pepper, coarsely chopped', '1 pound shrimp, peeled and deveined', '1 pound chorizo sausage, casings removed and crumbled']","['Mix olive oil, paprika, oregano, salt, and pepper for marinade in a glass bowl.', 'Begin paella: Add chicken and stir to coat. Cover and refrigerate until needed.', 'Heat 2 tablespoons olive oil in a large skillet or paella pan over medium heat. Stir in garlic and pepper flakes, then stir in rice. Cook and stir until rice is coated with oil, about 3 minutes.', 'Add saffron threads, bay leaf, parsley, chicken stock, and lemon zest. Stir until well combined and bring to a boil. Reduce heat to medium-low, cover, and simmer for 20 minutes.', 'While the rice is cooking, heat olive oil in a separate skillet over medium heat. Stir in marinated chicken and cook for 3 minutes. Add onion and cook until translucent, about 5 minutes.', 'Add bell pepper and sausage; cook and stir, breaking sausage up with a spatula, for 5 minutes. Add shrimp; cook and stir until shrimp are bright pink on the outside and the meat is opaque, about 2 minutes.', 'Spread rice mixture onto a serving tray. Top with meat and seafood mixture.', 'Try using cubes of cured Spanish chorizo to speed up prep time.']",chicken,,,,
1154,Southern Fried Catfish,4.5,(149),119,20 mins,10 mins,30 mins,2,,,"['½ cup buttermilk', '½ cup water', 'salt and pepper, to taste', '1 pound catfish fillets, cut in strips', '1 ½ cups fine cornmeal', '½ cup all-purpose flour', '1 teaspoon seafood seasoning, such as Old Bay™', '1 quart vegetable oil for deep frying']","['Mix buttermilk, water, salt, and pepper in a small bowl. Pour mixture into a flat pan large enough to hold fillets. Arrange fillets in a single layer in the pan, turning to coat each side. Set aside to marinate.', 'Combine cornmeal, flour, and seafood seasoning in a 2-gallon resealable plastic bag. Add fillets to the bag, a few at a time, and tumble gently until evenly coated.', 'Heat oil in a deep fryer to 365 degrees F (185 degrees C).', 'Fry fillets in hot oil until crisp and golden brown, about 3 minutes. Work in batches to avoid overcrowding, so fillets have room to brown properly. Drain on paper towels.', 'The nutritional analysis for this recipe reflects an estimated 10% of the oil for frying as well as the full amount of the coating and breading. Therefore, the values represented may not be accurate.']",30-minute-meals,,,,
1155,Ahi Poke,4.5,(182),147,10 mins,,2 hrs 10 mins,4,4 main course servings,"When you find yourself with fresh ahi tuna steaks, may we suggest you use them to make our delicious ahi poke recipe? Tuna poke is one of the easiest seafood dishes you can make (seriously, it only takes 15 minutes to prep) and you will never be disappointed by the rich umami flavors the fish has to offer. Whether you're serving it on its own, in a poke bowl, or as a seafood appetizer, this poke recipe needs to be saved to your collection immediately. You can thank us later for introducing you to the best and most versatile poke recipe on the internet. Poke (pronounced POE-keh) is a Hawaiian dish. Its name derives from the Hawaiian word ""to slice or cut."" The name is a good indicator of what the dish is because poke is traditionally sliced raw fish (usually tuna or octopus) that's marinated in a savory, umami-rich sauce made with soy sauce, sesame oil, and green onions. Poke can be eaten as is, but it's typically served in a poke bowl with other ingredients — like rice, vegetables, and hot sauce. This easy poke recipe only has a few ingredients, most of which you probably already have on hand. Ahi TunaBecause you eat it raw, be sure to buy sashimi-grade tuna. Soy SauceSoy sauce provides umami-rich flavors. Sesame OilSesame oil lends a nutty flavor to the marinade. Green OnionsGreen onions add color and a hint of flavor. Toasted Sesame SeedsToasted sesame seeds will add a crunch to the poke as well as a light nutty flavor. Macadamia NutsMacadamia nuts provide a little crunch to go with the soft fish. Crushed Red Pepper (Optional)Use the red pepper if you like a little heat. Making poke is so incredibly easy. Simply combine all the ingredients in a bowl and allow it to marinate in the fridge for at least two hours. Serve as desired. We love serving poke in a poke bowl. There's no one-size-fits-all recipe for poke bowls. You can really let your imagination run wild. Most poke bowls include rice, vegetables (like edamame, cucumbers, carrots), avocado, seaweed, and sriracha. Poke doesn't last that long because the fresh fish can start to go bad. So, poke is best eaten the day-of or the next day. However, you can store poke in an airtight container in the fridge for up to two days. ""Love this recipe. Every time I serve this at a party, I always get requests for the recipe. It tastes great served on fried wonton chips and also on toast points. It's a winner and a keeper,"" raves foodie. ""I will definitely make it again! I added some seaweed salad and shredded carrots. I did not use any nuts. We ate it on a bed of Jasmine rice. Wonderful,"" according to Brenda Habegger Lyvers. ""Simple, great tasting poke. Everyone I make it for, loves it. Never knew it could be so easy. The only *, would be that the red chili's can get spicy if you don't measure exactly. Besides that, eat up,"" says jongodcat. Editorial contributions by Bailey Fink ","['2 pounds fresh tuna steaks, cubed', '1 cup soy sauce', '¾ cup chopped green onions', '2 tablespoons sesame oil', '2 tablespoons finely chopped macadamia nuts', '1 tablespoon toasted sesame seeds', '1 tablespoon crushed red pepper (Optional)']","['Place tuna in a medium non-reactive bowl. Add soy sauce, green onions, sesame oil, sesame seeds, macadamia nuts, and red pepper flakes; mix well. Cover and refrigerate at least 2 hours before serving.']",seafood,2 hrs,,,
1156,Simple Broiled Haddock,4.6,(261),198,10 mins,10 mins,20 mins,4,,,"['2 pounds haddock fillets', '½ teaspoon onion powder', '½ teaspoon paprika', '½ teaspoon garlic powder', '½ teaspoon ground black pepper', '½ teaspoon salt', '¼ teaspoon cayenne pepper', '1 tablespoon butter, cut in small pieces', '1  lemon, cut into wedges']","[""Set an oven rack about 6 inches from the heat source and preheat the oven's broiler. Line a baking sheet with aluminum foil; spray with cooking spray."", 'Arrange haddock fillets on the prepared baking sheet.', 'Mix onion powder, paprika, garlic powder, black pepper, salt, and cayenne pepper in a small bowl; sprinkle seasoning over fish, then dot with butter.', 'Broil in the preheated oven until fish flakes easily with a fork, 6 to 8 minutes. Serve with lemon wedges.']",30-minute-meals,,,,
1157,Oyster Dressing (Stuffing),4.0,(34),28,15 mins,50 mins,1 hrs 5 mins,16,1 2-quart dish,"If you've never tried oyster dressing, it's time to remedy that ASAP. This recipe produces a moist, flavorful side dish every time. Oyster dressing (or stuffing) is a dish that consists of bread, oysters, and lots of spices and seasonings. The Thanksgiving side is popular in coastal areas, as fresh oysters are usually cheap and plentiful. While some people choose to stuff this flavorful mixture inside the bird, most people opt to enjoy it as a side dish. You'll find the full, step-by-step recipe below — but here's a brief overview of what you can expect when you make this old-fashioned oyster dressing: Cook the vegetables in a large skillet until they're tender. Stir in the bread crumbs and parsley, then remove from the heat. Add the oysters, eggs, salt, poultry seasoning, thyme, and pepper. Moisten the mixture with liquid from the oysters. Transfer to a greased casserole dish and bake until the top is toasted and a knife inserted into the center comes out clean. Yes, you can make oyster dressing in advance. Store the cooled, covered dressing in the refrigerator for up to two days. Reheat gently, covered with foil, in the oven until the dish is heated through. Remove the foil during the last 10 or so minutes of baking. Yes, you can freeze oyster dressing. Cook according to the directions in a foil pan and allow to cool completely. Cover tightly with foil and freeze for up to one month. Thaw in the refrigerator overnight. ""I added some sage and rosemary to mine and poured some extra chicken broth on it,"" says one Allrecipes community member. ""It turned out great and stayed moist."" ""This was very good,"" raves Michie. ""It was a hit at my Thanksgiving table. I used canned oysters. It was still great."" ""I added a tube of sweet thyme sausage that I ground and browned first, then cooked the onions and celery in the sausage fat that I drained off of the meat,"" says rlburns1222. ""The sausage made it really robust — almost casserole-like."" Editorial contributions by Corey Williams ","['1 tablespoon vegetable oil', '1 cup chopped celery', '1 cup chopped onion', '8 cups dry bread crumbs', '2 tablespoons chopped fresh parsley', '3 cups oysters, liquid reserved', '3 large eggs, beaten', '1 ½ teaspoons salt', '1 teaspoon poultry seasoning', '½ teaspoon dried thyme', '¼ teaspoon ground black pepper']","['Preheat the oven to 325 degrees F (165 degrees C). Grease a 2-quart casserole dish.', 'Heat oil in a large skillet over medium-high heat. Add celery and onion; cook and stir until tender, about 5 minutes. Mix in bread crumbs and parsley and remove from the heat.', 'Stir in oysters and eggs; season with salt, poultry seasoning, thyme, and pepper. Stir in enough liquid from the oysters to moisten and mix everything thoroughly. Transfer to the prepared casserole dish.', 'Bake in the preheated oven until the top is toasted and a knife inserted into the center comes out clean, about 45 minutes.']",seafood,,,,
