,recipe_title,star_rating,rating_count,review_count,prep_time,cook_time,total_time,servings,writeup,ingr,steps,category,number_of_steps,average_step_len
366,"Easy Vegan Sheet Pan Roasted Cauliflower, Tomatoes, and Garbanzo Beans",4.6,78.0,69.0,10.0,25.0,35.0,2.0,0,10,"Preheat oven to 450 degrees F (230 degrees C). Line a baking sheet with aluminum foil and grease with cooking spray., Combine olive oil, garlic, salt, and pepper in a bowl. Add cauliflower, tomatoes, and garbanzo beans; toss until well coated. Spread in a single layer on the prepared baking sheet. Add lime wedges., Roast in the preheated oven until vegetables are caramelized, about 25 minutes. Remove lime wedges and top with fresh cilantro.",sheet-pan-dinners,3,147.33333333333334
367,Roasted Chicken with Lemon and Rosemary,4.7,88.0,70.0,15.0,45.0,1.0,6.0,0,8,"Preheat oven to 450 degrees F (230 degrees C)., Combine chicken, onion, lemon slices, garlic, and rosemary together in a large bowl. Drizzle olive oil and sprinkle salt and black pepper over the chicken mixture; toss to coat. Spread chicken mixture out in the bottom of a baking dish., Bake in the preheated oven until no longer pink at the bone and the juices run clear, 45 to 50 minutes. An instant-read thermometer inserted into the thickest part of a thigh, near the bone, should read 165 degrees F (74 degrees C)., The magazine version of this recipe roasts the chicken for 35 to 40 minutes.",sheet-pan-dinners,4,148.25
368,Sheet Pan Chicken Meal,4.1,16.0,14.0,10.0,1.0,70.0,3.0,0,5,"Preheat oven to 350 degrees F (175 degrees C)., Place chicken breasts in the middle of a rimmed sheet pan. Add green beans on one side and potatoes on the other. Pour melted butter over everything and sprinkle with Italian dressing mix. Cover with aluminum foil., Bake in the preheated oven until chicken is no longer pink in the center and the juices run clear, about 60 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).",sheet-pan-dinners,3,160.66666666666666
369,Pesto Chicken Bake,4.9,7.0,7.0,10.0,45.0,55.0,4.0,0,7,"Preheat the oven to 425 degrees F (220 degrees C)., Combine chicken, potatoes, tomatoes, pesto, water, olive oil, salt, and pepper in a large roasting pan; mix well., Bake in the preheated oven until chicken is no longer pink at the bone and juices run clear, about 45 minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C)., You can use Yukon potatoes instead of red, if youd like.",sheet-pan-dinners,4,106.25
370,Sheet Pan Dinner with Chicken and Veggies,4.5,35.0,25.0,15.0,28.0,43.0,4.0,0,8,"Combine mayonnaise and ranch dressing mix in a gallon-sized resealable plastic bag to make the marinade. Place chicken in the bag, squish around to cover, and refrigerate while preparing the other ingredients., Preheat oven to 400 degrees F (200 degrees C). Grease a large rimmed baking sheet the size of your oven with olive oil., Place red potatoes and baby carrots along the outer edges of the baking sheet, leaving room in the middle for the chicken. Season with salt and pepper., Pour breadcrumbs into a bowl or onto a plate. Remove chicken from marinade and drain off excess marinade. Coat chicken in the breadcrumbs and place on the baking sheet with some room in between the pieces., Bake in the preheated oven until chicken is no longer pink in the center and the juices run clear, 25 to 30 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Turn on the ovens broiler and broil for an additional 3 to 5 minutes., My kids love squishing around the mayonnaise and dressing mix in the gallon-sized plastic bag. You can also use premade ranch dressing but you may want to thicken it up slightly with extra mayonnaise.",sheet-pan-dinners,6,196.5
371,"Easy, Meaty Sheet Pan Meal",5.0,2.0,2.0,15.0,20.0,35.0,4.0,0,8,"Preheat the oven to 425 degrees F (220 degrees C). Line a 10x15-inch baking pan with aluminum foil., Arrange chicken, potatoes, and cherry tomatoes in a single layer on the prepared pan. Drizzle with oil and sprinkle with salt and pepper., Roast in the preheated oven until vegetables are tender and chicken is no longer pink in the centers and juices run clear, 20 to 30 minutes. An instant-read thermometer inserted into the chicken should read at least 175 degrees F (79 degrees C)., Serve with pesto and sprinkle with basil., You can use 1 1/2 pounds of any boneless meat, 1 pound any prepped starchy vegetables, 2 cups any prepped non-starchy vegetables, 1/2 cup any prepared sauce or relish, and any fresh herbs you like. Just be sure to adjust the cooking time depending on the meat you choose., For Southwestern Beef, use a 1-inch-thick flat iron steak, frozen sweet corn kernels, red or orange bell peppers (cut into 1/2-inch strips), pico de gallo, and cilantro leaves., For Barbecue Pork, use pork tenderloin (trimmed), sweet potatoes (cut into 3/4-inch chunks), fresh green beans (trimmed), barbecue sauce, and sliced green onion.",sheet-pan-dinners,7,162.28571428571428
372,Pan-Roasted Chicken with Lemon-Garlic Brussels Sprouts and Potatoes,4.2,103.0,79.0,15.0,65.0,80.0,4.0,0,11,"Place the bacon in a large, deep skillet, and cook over medium-high heat, turning occasionally, until lightly browned but still soft, about 5 minutes. Drain the bacon slices on a paper towel-lined plate., Preheat an oven to 450 degrees F (230 degrees C)., Coat a large baking dish or cast iron skillet with 1 tablespoon olive oil., Arrange lemon slices in a single layer on the bottom of the baking dish., Stir remaining 5 tablespoons olive oil, lemon juice, garlic, kosher salt, and black pepper together in a large bowl., Toss Brussels sprouts in lemon juice mixture to coat; transfer to the prepared baking dish with a slotted spoon, draining excess liquid back into the bowl., Place bacon on top of the Brussels sprouts., Toss potatoes in the same lemon juice mixture used for the Brussels sprouts., Remove potatoes with slotted spoon and arrange along the inside edge of the baking dish., Coat chicken breast halves thoroughly in the remaining lemon mixture., Place chicken breasts skin-side up in the skillet; pour any remaining lemon juice mixture over chicken., Bake in the preheated oven until chicken no longer pink at the bone and the juices run clear, about 60 minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C).",sheet-pan-dinners,12,105.25
373,Moroccan Chicken Thigh Sheet Pan Dinner,4.8,9.0,8.0,30.0,30.0,110.0,4.0,0,15,"Combine lemon juice, lemon zest, 2 tablespoons olive oil, 1 1/2 teaspoons ras el hanout, and 1/2 teaspoon salt in a resealable plastic bag. Place chicken thighs into the bag, making sure marinade gets under skin. Seal and refrigerate at least 30 minutes. Remove chicken from refrigerator 20 minutes before baking and let come to room temperature., Preheat the oven to 400 degrees F (200 degrees C)., Combine sweet potato, zucchini, chickpeas and artichoke hearts in a bowl. Sprinkle with 1 teaspoon ras el hanout and 1/2 teaspoon salt. Drizzle with 2 tablespoons olive oil and stir to combine evenly., Remove chicken from marinade and place on a 13x18-inch rimmed sheet pan. Place vegetable mixture around chicken., Bake in the preheated oven, flipping vegetables halfway through, or until chicken has reached an internal temperature of 165 degrees F (74 degrees C), about 30 minutes., Remove from oven and garnish with pomegranate seeds, parsley, and pistachios before serving., To make cleanup easier, line the sheet pan with aluminum foil., Place pistachios into a small resealable storage bag and crush with a rolling pin or meat tenderizer., The sweet potato used for this recipe weighed about 14 ounces.",sheet-pan-dinners,9,133.44444444444446
374,"Lemon, Yogurt, and Dill Chicken Thighs with Roasted Veggies",5.0,3.0,3.0,20.0,50.0,70.0,4.0,0,16,"Preheat the oven to 400 degrees F (200 degrees C). Lightly grease a rimmed baking sheet., Place potatoes, onion, carrots, and radishes in a large bowl. Drizzle with oil, and toss to coat. Sprinkle with 1 teaspoon dill, 1/2 teaspoon kosher salt, and 1/4 teaspoon black pepper. Toss again to coat. Pour veggies out onto the prepared baking sheet., Bake in the preheated oven for 20 minutes., While the veggies bake, prepare the chicken. In the same bowl the veggies were in, add the Greek yogurt, lemon zest, lemon juice, 1 teaspoon dill, 1/2 teaspoon kosher salt, onion powder, garlic powder, and 1/4 teaspoon black pepper. Mix until thoroughly combined. Dip each chicken thigh into the yogurt mixture, making sure each one is evenly coated., Remove pan from the oven, and gently push the veggies to the sides of the pan, leaving room in the middle for the chicken thighs. Place the thighs in the middle of the baking sheet, and place pan back into the oven until chicken is no longer pink in the center, and veggies are tender, 30 to 40 minutes more. An instant-read thermometer inserted into the center of each thigh should read at least 165 degrees F (74 degrees C). If desired, place pan beneath broiler, and broil chicken for a few minutes to brown the chicken. Season with additional salt and pepper to taste before serving.",sheet-pan-dinners,5,265.0
375,Sheet Pan Chicken Breast with Feta and Vegetables,4.9,10.0,10.0,20.0,20.0,40.0,6.0,0,7,"Preheat the oven to 375 degrees F (190 degrees C). Lightly oil a sheet pan., Spread out chicken, peppers, and onion across the sheet pan. Sprinkle with Italian dressing, feta cheese, and oregano; combine gently., Bake in the preheated oven until chicken is no longer pink in the center and the juices run clear, 20 to 25 minutes. An instant-read thermometer inserted into the center of a chicken breast should read at least 165 degrees F (74 degrees C).",sheet-pan-dinners,3,150.33333333333334
376,Dragan's Leg of Lamb with Garlic and Beer,4.8,19.0,16.0,15.0,2.0,140.0,6.0,0,7,"Preheat the oven to 400 degrees F (200 degrees C). Bring a large pot of water to a boil. Add the potatoes and carrots; boil for about 3 minutes. Drain and set aside., Rinse the leg of lamb and pat dry. Place it in a roasting pan and season generously with salt and pepper. Rub the salt and pepper into the meat. Use a small knife to make incisions big enough for a garlic clove to fit in all over the leg. Stuff the garlic cloves into the holes. Spoon the mustard over the lamb and rub it in as well., Roast, uncovered, in the preheated oven for about 30 minutes. Reduce the oven temperature to 375 degrees F (190 degrees C) Add the potatoes and carrots to the roasting pan. Baste the lamb with beer, reserving the rest for basting at 20 minute intervals., Continue to roast the lamb until the internal temperature reaches at least 140 degrees F (60 degrees C) for medium rare, about 1 1/2 hours longer. Remove from the oven and allow to rest for at least 5 minutes before carving. Spoon the pan drippings over the meat and vegetables when serving.",sheet-pan-dinners,4,261.25
377,Roasted Sausage and Vegetables Sheet Pan Dinner,4.8,10.0,8.0,30.0,55.0,85.0,6.0,0,10,"Preheat the oven to 350 degrees F (175 degrees C)., Heat 1 tablespoon oil over medium heat in a large skillet. Cook sausage in the hot oil until lightly browned, about 2 minutes per side. Set aside., Place potatoes, onion, bell peppers, zucchini, and oregano in a large bowl. Drizzle generously with remaining 5 tablespoons oil and season well with salt and pepper. Mix well. Place browned sausages and vegetable mixture on a large rimmed baking sheet or roasting pan, uncovered., Bake in the preheated oven, stirring occasionally, until vegetables are tender and browned, about 50 minutes. Season with additional salt and pepper., You can use any variety of sausage that youd like, and can substitute 1 teaspoon dried oregano for fresh, if desired.",sheet-pan-dinners,5,149.0
378,Sheet Pan Dinner with Sausage and Vegetables,4.8,19.0,18.0,30.0,45.0,75.0,4.0,0,14,"Preheat the oven to 425 degrees F (220 degrees C). Line a baking sheet with aluminum foil for easier cleanup and spray with cooking spray., Combine 2 tablespoons olive oil, rosemary, 1/2 teaspoon salt, and 1/4 teaspoon pepper in a large bowl. Add potatoes and toss to coat. Place potatoes skin side-down on the baking sheet in a single layer., Roast in the preheated oven until tender when pierced with a fork, 23 to 25 minutes. Remove from oven; stir., Mix remaining olive oil, salt, pepper, onion flakes, paprika, parsley, and oregano in the same bowl. Add sausage, green beans, bell pepper, and onion; mix until well combined. Add to the baking sheet; spread in a flat layer., Roast until vegetables are tender and potatoes and sausage pieces are browned, tossing halfway through the roasting process, 20 to 25 minutes. Serve immediately., You can make this sheet pan dinner with any type of precooked sausage or chicken pieces., Any color bell pepper can be used. Other vegetable option are 1 zucchini, sliced into bite-sized pieces, or 3/4 to 1 cup cherry or grape tomatoes., You can use regular paprika instead of smoked paprika as well.",sheet-pan-dinners,8,142.0
379,Sheet Pan Harissa Chicken Dinner,4.5,6.0,5.0,15.0,40.0,55.0,4.0,0,11,"Preheat oven to 375 degrees F (190 degrees C)., Spoon 1 teaspoon harissa sauce under the skin of each thigh, then transfer to an aluminum foil-lined 10x15-inch baking pan. Spread carrots, cauliflower, and potatoes onto the pan. Drizzle evenly with oil, then sprinkle with salt and pepper., Roast, uncovered, in the preheated oven until an instant-read thermometer inserted in thickest parts of chicken registers 175 degrees F (80 degrees C), 40 to 55 minutes. Stir vegetables once halfway through., Stir together parsley, garlic, and zest in a small bowl., Toss vegetables with remaining 2 teaspoons harissa sauce. Sprinkle with parsley mixture., Find the recipe for Chef Johns Harissa Sauce at armagazine.com/chef-johns-harissa-sauce.",sheet-pan-dinners,6,121.66666666666667
380,Sheet Pan Chicken and Veggies with Mustard Vinaigrette,4.7,7.0,7.0,15.0,45.0,1.0,4.0,0,12,"Preheat the oven to 425 degrees F (220 degrees C). Line a rimmed baking sheet with foil., Prepare chicken and veggies: Toss Brussels sprouts, sweet potatoes, and onion on the prepared pan with 1 tablespoon oil, 1 teaspoon salt, and 1/2 teaspoon pepper; spread into a single layer., Sprinkle chicken with remaining 1/4 teaspoon salt and 1/4 teaspoon pepper and nestle it, skin-side up, in between the veggies on the baking sheet. Brush remaining oil on skin., Roast in preheated oven 45 minutes or until chicken is cooked through, golden and crisp. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C)., While the sheet pan dinner is cooking, prepare vinaigrette. Whisk mustard, vinegar, maple syrup, salt, and cayenne together in a small bowl until well combined., Drizzle sauce over veggies and chicken., You can use any vegetable combination you like.",sheet-pan-dinners,7,126.57142857142857
381,Sheet Pan Fried Rice,5.0,3.0,3.0,20.0,20.0,40.0,4.0,0,14,"Set an oven rack in the center of the oven and preheat the ovens broiler., Stir mayonnaise, Sriracha, and rice vinegar together in a small bowl until well combined., Toss onion and carrot with oil on a rimmed baking sheet until coated; arrange in a single layer., Broil in the preheated oven for 5 minutes., Add rice, salt, and pepper to the sheet pan and toss to coat., Broil until rice is just golden, 8 to 10 minutes, stirring halfway through., Add frozen peas, garlic, and soy sauce; toss to evenly coat and spread in an even layer. Use the back of a spoon to form 4 indentations in the rice mixture. Crack an egg into each indentation., Broil until egg whites are set, about 3 minutes., To serve, drizzle with Sriracha mayo and sprinkle with green onions., I used three 8.8-ounce packages of Bens Original(TM) Ready Rice(TM), prepared according to the package directions, and cooled.",sheet-pan-dinners,10,87.9
382,French Toast,4.6,2044.0,1431.0,5.0,10.0,15.0,3.0,4796,7,"Whisk milk, eggs, vanilla, cinnamon, and salt together in a shallow bowl., Lightly butter a griddle and heat over medium-high heat., Dunk bread in the egg mixture, soaking both sides. Transfer to the hot skillet and cook until golden, 3 to 4 minutes per side. Serve hot., You can use nutmeg instead of cinnamon if desired.",breakfast-and-brunch,4,79.75
383,Banana Pancakes,4.5,2616.0,1996.0,5.0,10.0,15.0,6.0,4520,8,"Combine flour, white sugar, baking powder, and salt in a bowl. Mix together egg, milk, vegetable oil, and bananas in a second bowl., Stir flour mixture into banana mixture; batter will be slightly lumpy., Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each pancake. Cook until pancakes are golden brown, 3 to 5 minutes per side. Serve hot.",breakfast-and-brunch,3,143.66666666666666
384,Baked Ham and Cheese Sliders,4.8,931.0,669.0,15.0,20.0,35.0,24.0,2208,8,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish., In a bowl, mix together butter, Dijon mustard, Worcestershire sauce, poppy seeds, and dried onion. Separate the tops from bottoms of the rolls, and place the bottom pieces into the prepared baking dish. Layer about half the ham onto the rolls. Arrange the Swiss cheese over the ham, and top with remaining ham slices in a layer. Place the tops of the rolls onto the sandwiches. Pour the mustard mixture evenly over the rolls., Bake in the preheated oven until the rolls are lightly browned and the cheese has melted, about 20 minutes. Slice into individual rolls through the ham and cheese layers to serve.",breakfast-and-brunch,3,228.0
385,Mom's Zucchini Bread,4.8,11239.0,8626.0,15.0,40.0,75.0,24.0,0,11,"Preheat the oven to 325 degrees F (165 degrees C). Grease and flour two 8x4-inch pans., Sift flour, salt, baking powder, baking soda, and cinnamon together in a large bowl., Beat eggs, oil, sugar, and vanilla together in a separate large bowl with an electric mixer until combined; add flour mixture and beat well. Stir in zucchini and walnuts until well combined. Pour batter into the prepared pans., Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 40 to 60 minutes. Cool in the pans on a wire rack for 20 minutes. Run a table knife around the edges to loosen. Invert carefully onto a wire rack and let cool completely.",breakfast-and-brunch,4,165.5
386,Classic Waffles,4.5,3867.0,2869.0,10.0,15.0,25.0,5.0,0,8,"In a large bowl, mix together flour, salt, baking powder and sugar; set aside. Preheat waffle iron to desired temperature., In a separate bowl, beat the eggs. Stir in the milk, butter and vanilla. Pour the milk mixture into the flour mixture; beat until blended., Ladle the batter into a preheated waffle iron. Cook the waffles until golden and crisp. Serve immediately.",breakfast-and-brunch,3,122.66666666666667
387,Easy Sausage Gravy and Biscuits,4.8,1173.0,859.0,5.0,10.0,15.0,8.0,0,5,"Preheat the oven to 350 degrees F (175 degrees C). Arrange biscuits 1 to 2 inches apart on an ungreased cookie sheet. Bake in the preheated oven until golden brown, about 13 to 15 minutes., Meanwhile, cook sausage in a large skillet over medium heat until thoroughly heated, stirring frequently, about 5 to 6 minutes., Stir in flour until well combined. Gradually add milk, stirring continuously, until the gravy thickens and comes to a boil. Reduce heat to medium-low; simmer and stir for 2 more minutes. Season to taste with salt and pepper., Split biscuits in half. Place 2 halves on each of 8 plates; top with about 1/3 cup gravy.",breakfast-and-brunch,4,157.75
388,Basic Crêpes,4.6,4054.0,2932.0,10.0,20.0,30.0,4.0,2385,6,"Whisk flour and eggs together in a large mixing bowl; gradually add in milk and water, stirring to combine. Add salt and melted butter; beat until smooth., Heat a lightly oiled griddle or frying pan over medium-high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each crêpe. Tilt the pan with a circular motion so that the batter coats the surface evenly., Cook until the top of the crêpe is no longer wet and the bottom has turned light brown, 1 to 2 minutes. Run a spatula around the edge of the skillet to loosen the crêpe; flip and cook until the other side has turned light brown, about 1 minute more. Serve hot., Read our picks for the best non-stick cookware to make cooking your favorite recipes that much easier., Once youve mastered this basic recipe, try your hand at a crêpe cake!",breakfast-and-brunch,5,164.4
389,Ham and Cheese Biscuit Muffins,5.0,1.0,1.0,20.0,200.0,220.0,12.0,0,11,"Heat a large skillet over medium-high heat. Add sausage and cook, breaking it up with the back of a spoon, until lightly browned and crumbly, about 8 minutes. Add onion and bell pepper; cook until onion is softened, about 5 more minutes. Blot any excess oil in the pan with a paper towel. Continue to cook until sausage is cooked completely, 5 to 7 more minutes. Remove from the heat. (This step can be done 1 day ahead.), Spray a slow cooker with cooking spray. Add sausage mixture, hash browns, and Cheddar cheese., Whisk eggs, milk, salt, and pepper together in a bowl until well blended. Pour into the slow cooker and stir until evenly combined. Cook on Low 6 to 8 hours or on High for 3 to 4 hours, stirring after the first hour., Serve mixture inside warmed tortillas with desired toppings., This is easily adaptable! You can use Monterey Jack cheese instead of Cheddar. Or add in your favorite breakfast ingredients such as chopped ham, sliced chile peppers, or cooked bacon., To speed up the cooking process, skip the slow cooker! Place the mixture in a large casserole dish and bake in a 350 degree F (175 degree C) oven for 60 to 70 minutes., Bonus: This holds up well after the slow cooker is turned off so it can sit, covered, for an extra hour or two so breakfast doesnt have to be rushed!",breakfast-and-brunch,6,216.16666666666666
390,Good Old-Fashioned Pancakes,4.6,18047.0,14420.0,5.0,15.0,20.0,8.0,3191,7,"Sift flour, baking powder, sugar, and salt together in a large bowl. Make a well in the center and add milk, melted butter, and egg; mix until smooth., Heat a lightly oiled griddle or pan over medium-high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each pancake; cook until bubbles form and the edges are dry, about 2 to 3 minutes. Flip and cook until browned on the other side. Repeat with remaining batter., The salt amount has been reduced based on review feedback. The original recipe called for 1 teaspoon.",breakfast-and-brunch,3,182.0
391,Sausage Balls,4.5,1273.0,986.0,10.0,20.0,30.0,15.0,2644,3,"Preheat the oven to 350 degrees F (175 degrees C)., Combine room temperature sausage and biscuit mix in a large bowl; mix with your hands until well combined. Add shredded Cheddar cheese and mix until fully incorporated. Roll mixture into about 30 walnut-sized balls; transfer to a baking sheet., Bake in the preheated oven until golden brown and sausage is cooked through, 20 to 25 minutes., Follow recipe above through Step 3. Cool sausage balls to room temperature, then freeze in an airtight container. When ready to use, reheat at 350 degrees F (175 degrees C) for 10 minutes.",breakfast-and-brunch,4,144.5
392,Sarah's Homemade Applesauce,4.8,3248.0,2402.0,10.0,15.0,25.0,4.0,0,4,"Combine apples, water, sugar, and cinnamon in a saucepan; cover and cook over medium heat until apples are soft, about 15 to 20 minutes., Allow apple mixture to cool, then mash with a fork or potato masher until it is the consistency you like.",breakfast-and-brunch,2,121.0
393,Fluffy Pancakes,4.8,16854.0,12226.0,10.0,10.0,25.0,4.0,0,10,"Combine milk with vinegar in a medium bowl and set aside for 5 minutes to sour., Combine flour, sugar, baking powder, baking soda, and salt in a large mixing bowl. Whisk egg and butter into soured milk. Pour the flour mixture into the milk mixture and whisk until lumps are gone., Heat a large skillet over medium heat, and coat it with cooking spray. Pour 1/4 cupfuls of batter onto the skillet, and cook until bubbles form and the edges are dry, about 2 to 3 minutes. Flip with a spatula, and cook until browned on the other side. Repeat with remaining batter., Top these pancakes with a homemade blueberry sauce.",breakfast-and-brunch,4,153.0
394,Peanut Butter Banana Smoothie,4.6,1022.0,746.0,5.0,24.38,5.0,4.0,3304,5,"Place bananas, milk, peanut butter, honey, and ice cubes in a blender; blend until smooth, about 30 seconds.",breakfast-and-brunch,1,108.0
395,Perfect Summer Fruit Salad,4.6,566.0,406.0,25.0,5.0,210.0,10.0,0,13,"For the sauce: Bring orange juice, lemon juice, brown sugar, orange zest, and lemon zest to a boil in a saucepan over medium-high heat. Reduce heat to medium-low and simmer until slightly thickened, about 5 minutes. Remove from heat and stir in vanilla extract. Set aside to cool., For the salad: Layer fruit in a large, clear glass bowl in this order: pineapple, strawberries, kiwi fruit, bananas, oranges, grapes, and blueberries. Pour cooled sauce over fruit; cover and refrigerate for 3 to 4 hours before serving.",breakfast-and-brunch,2,258.0
396,Pumpkin Pancakes,4.6,3093.0,2385.0,10.0,15.0,25.0,6.0,2173,14,"Stir together milk, pumpkin, egg, oil, and vinegar in a large bowl until well combined., Whisk together flour, brown sugar, baking powder, baking soda, allspice, cinnamon, ginger, and salt in a separate bowl. Add to pumpkin mixture; whisk just until combined., Spray a griddle or frying pan with cooking spray; heat over medium-high heat., Pour 3 to 4 tablespoons batter for each pancake onto the hot griddle and flatten batter slightly with a spoon. Cook until small bubbles appear, about 2 minutes. Flip and cook until golden brown, about 2 more minutes. Repeat with remaining batter.",breakfast-and-brunch,4,145.75
397,Downeast Maine Pumpkin Bread,4.8,10229.0,7739.0,15.0,50.0,65.0,24.0,4010,12,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9x5 inch loaf pans., In a large bowl, mix together pumpkin puree, eggs, oil, water and sugar until well blended. In a separate bowl, whisk together the flour, baking soda, salt, cinnamon, nutmeg, cloves and ginger. Stir the dry ingredients into the pumpkin mixture until just blended. Pour into the prepared pans., Bake for about 50 minutes in the preheated oven. Loaves are done when toothpick inserted in center comes out clean.",breakfast-and-brunch,3,165.33333333333334
398,Easy French Toast Casserole,4.6,650.0,542.0,15.0,30.0,525.0,8.0,3414,8,"Grease a 9x13-inch baking dish., Make the French toast: Stir brown sugar and butter together in a saucepan over medium-low heat until butter is melted and sugar has dissolved, 2 to 4 minutes., Pour butter-brown sugar mixture into the prepared baking dish. Scatter French bread pieces over top in a 1 1/2- to 2-inch layer., Whisk milk, eggs, and vanilla together in a bowl until well combined. Pour over bread pieces, then press bread down with a spatula so the bread absorbs the liquid. Cover the dish with plastic wrap and refrigerate, 8 hours to overnight., When ready to bake, remove French toast from the refrigerator and discard plastic wrap. Preheat the oven to 450 degrees F (230 degrees C)., Make topping: Mix brown sugar and cinnamon together in a small bowl. Sprinkle over the French toast., Bake in the preheated oven until casserole is browned and bubbling, about 30 minutes, covering with aluminum foil at any point if the top is browning too much., To serve, cut into squares and invert onto serving plates., A number of reviewers have commented that baking this casserole at 350 degrees F (175 degrees C) for 50 to 60 minutes produces a better result. If you have a little extra time for baking, give it a try!",breakfast-and-brunch,9,135.22222222222223
399,Best Monkey Bread,4.7,2219.0,1655.0,15.0,40.0,65.0,15.0,4757,7,"Preheat oven to 350 degrees F (175 degrees C). Grease one 9- or 10-inch tube or Bundt® pan., Mix white sugar and cinnamon in a plastic bag. Cut biscuits into quarters. Shake 6 to 8 biscuit pieces in the sugar-cinnamon mix., Arrange pieces in the bottom of the prepared pan. Continue until all biscuits are coated and placed in the pan. If using walnuts and raisins, arrange in and among the biscuit pieces as you go along., Melt margarine with the brown sugar in a small saucepan over medium heat. Boil for 1 minute. Pour over the biscuits., Bake in the preheated oven for 35 minutes. Let bread cool in the pan for 10 minutes, then turn out onto a plate. Do not cut! The bread just pulls apart.",breakfast-and-brunch,5,138.0
400,Basic Biscuits,4.5,1177.0,932.0,15.0,10.0,25.0,10.0,3156,5,"Preheat oven to 450 degrees F (230 degrees C)., In a large mixing bowl sift together flour, baking powder and salt. Cut in shortening with fork or pastry blender until mixture resembles coarse crumbs., Pour milk into flour mixture while stirring with a fork. Mix in milk until dough is soft, moist and pulls away from the side of the bowl., Turn dough out onto a lightly floured surface and knead dough briefly, 5 to 7 times. Roll dough out into a 1/2 inch thick sheet and cut out biscuits with a floured cookie cutter. Press together unused dough and repeat rolling and cutting procedure., Place biscuits on ungreased baking sheets and bake in preheated oven until golden brown, about 10 minutes.",breakfast-and-brunch,5,138.6
401,Fluffy French Toast,4.6,4600.0,3042.0,10.0,20.0,30.0,12.0,0,8,"Measure flour into a large mixing bowl. Slowly whisk in milk. Whisk in eggs, sugar, vanilla extract, cinnamon, and salt until smooth., Heat a lightly oiled griddle or frying pan over medium heat., Soak bread slices in milk mixture until saturated., Working in batches, cook bread on the preheated griddle or pan until golden brown on each side. Serve hot.",breakfast-and-brunch,4,88.0
402,Super Easy Egg Casserole,4.4,310.0,248.0,15.0,20.0,35.0,4.0,0,9,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish., Mix eggs, cheese, bacon, bread, red bell pepper, green onion, milk, garlic, salt, and black pepper together in a bowl until well-combined; pour into the prepared baking dish., Bake in the preheated oven until eggs are set, about 20 to 25 minutes., You can use almond milk instead of regular milk, and any cheese instead of Cheddar.",breakfast-and-brunch,4,103.0
403,Southern-Style Chocolate Gravy,4.8,265.0,210.0,10.0,10.0,20.0,12.0,0,6,"Whisk sugar, cocoa, and flour in a medium bowl until no lumps remain. Pour in milk and whisk until well-combined., Transfer mixture to a saucepan; cook and stir over medium heat until it thickens to a gravy consistency, 7 to 10 minutes., Remove from heat; stir in butter and vanilla. Serve warm.",breakfast-and-brunch,3,97.66666666666667
404,Chicken Arroz Caldo (Chicken Rice Porridge),4.8,75.0,54.0,20.0,20.0,40.0,5.0,0,12,"Heat oil in a large pot over medium heat. Cook and stir onion, garlic, and ginger in hot oil until fragrant, about 5 minutes. Add chicken wings; cook and stir for 1 minute. Stir in fish sauce, cover, and cook another 2 minutes., Pour chicken broth into the pot. Stir in sweet rice and bring mixture to a boil. Cover and cook for 10 minutes, stirring occasionally to prevent rice from sticking to the bottom of the pot. Season with salt and pepper., Portion soup into bowls and garnish with green onion. Serve with lemon slices and additional fish sauce, if desired.",breakfast-and-brunch,3,187.66666666666666
405,Scrambled Egg Muffins,4.6,428.0,343.0,15.0,30.0,45.0,12.0,0,8,"Preheat the oven to 350 degrees F (175 degrees C). Lightly grease 12 muffin cups or line with paper muffin liners., Heat a large skillet over medium-high heat. Stir in sausage and cook until crumbly, evenly browned, and no longer pink, 10 to 15 minutes. Drain off grease., Beat eggs in a large bowl. Stir in onion, green pepper, salt, pepper, and garlic powder. Mix in sausage and Cheddar cheese. Spoon into the prepared muffin cups., Bake in the preheated oven until a knife inserted near the center comes out clean, 20 to 25 minutes.",breakfast-and-brunch,4,133.0
